"Treatment_Scenario","Scenario","Beta","Method1","Method2","N_Sims","Mean_Delta","SD_Delta","MC_CI_Lo","MC_CI_Hi","Pct_Sims_Sig","Pct_Sims_Method1_Wins","Pct_Sims_Method2_Wins","Pct_Sims_Tie","Overall_Winner"
"RCT",3,0,"DR-learner (2-Model 2SL)","Dandl Extension",50,-0.0480318552361154,0.0453648306185546,-0.0606063447443569,-0.0354573657278738,24,24,0,76,"DR-learner (2-Model 2SL)"
"RCT",3,0,"DR-learner (2-Model 2SL)","R-learner (LASSO)",50,-0.0056051089245567,0.0628413259912966,-0.0230238358014592,0.0118136179523458,8,6,2,92,"Tie"
"RCT",3,0,"DR-learner (2-Model 2SL)","WATCH (Residual LASSO)",50,-0.0433335727795367,0.048892806205072,-0.0568859672285244,-0.0297811783305491,22,22,0,78,"DR-learner (2-Model 2SL)"
"RCT",3,0,"DR-learner (2-Model 2SL)","WATCH (Residual Risk)",50,-0.0402145099343692,0.0469290982439775,-0.0532225923068573,-0.027206427561881,16,16,0,84,"DR-learner (2-Model 2SL)"
"RCT",3,0,"DR-learner (Kennedy)","DINA Cross-Fit",50,0.0115459144527299,0.0532563744167678,-0.00321599939594052,0.0263078283014004,12,4,8,88,"Tie"
"RCT",3,0,"DR-learner (Kennedy)","DINA Gao (GLM k2)",50,-0.272486257647832,0.0882942979477208,-0.296960188400856,-0.248012326894808,92,92,0,8,"DR-learner (Kennedy)"
"RCT",3,0,"DR-learner (Kennedy)","DINA Gao (LASSO k2)",50,0.0133302736823425,0.061059884730054,-0.00359466286968478,0.0302552102343698,14,2,12,86,"Tie"
"RCT",3,0,"DR-learner (Kennedy)","DINA Original",50,0.0013614714201005,0.0269584063348785,-0.0061110175762145,0.00883396041641549,20,10,10,80,"Tie"
"RCT",3,0,"DR-learner (Kennedy)","Dandl Extension",50,-0.0406770836599076,0.0508034195894612,-0.0547590731195836,-0.0265950942002316,38,34,4,62,"DR-learner (Kennedy)"
"RCT",3,0,"DR-learner (Kennedy)","R-learner (LASSO)",50,0.00174966265165104,0.0253373268919602,-0.00527348604802754,0.00877281135132962,18,8,10,82,"Tie"
"RCT",3,0,"DR-learner (Kennedy)","WATCH (Residual LASSO)",50,-0.035978801203329,0.0696133666454629,-0.055274641980892,-0.016682960425766,26,24,2,74,"DR-learner (Kennedy)"
"RCT",3,0,"DR-learner (Kennedy)","WATCH (Residual Risk)",50,-0.0328597383581614,0.0703059506725696,-0.052347553633671,-0.0133719230826518,20,18,2,80,"DR-learner (Kennedy)"
"RCT",3,0,"Dandl Extension","R-learner (LASSO)",50,0.0424267463115587,0.0582442968870189,0.0262822508922113,0.0585712417309061,26,2,24,74,"R-learner (LASSO)"
"RCT",3,0,"Dandl Extension","WATCH (Residual LASSO)",50,0.00469828245657863,0.0628267309138369,-0.0127163988712524,0.0221129637844096,12,6,6,88,"Tie"
"RCT",3,0,"Dandl Extension","WATCH (Residual Risk)",50,0.00781734530174622,0.0619293072341045,-0.00934858287322659,0.024983273476719,10,4,6,90,"Tie"
"RCT",3,0,"R-learner (LASSO)","WATCH (Residual LASSO)",50,-0.03772846385498,0.0802562869606456,-0.0599743716341286,-0.0154825560758315,24,22,2,76,"R-learner (LASSO)"
"RCT",3,0,"R-learner (LASSO)","WATCH (Residual Risk)",50,-0.0346094010098125,0.0810994426708113,-0.0570890196281007,-0.0121297823915242,22,20,2,78,"R-learner (LASSO)"
"RCT",3,0,"WATCH (Residual LASSO)","WATCH (Residual Risk)",50,0.00311906284516759,0.0101478050737476,0.000306234786699563,0.00593189090363562,16,2,14,84,"WATCH (Residual Risk)"
"RCT",3,1,"DINA Cross-Fit","DINA Gao (GLM k2)",50,-0.272026893425109,0.109632381379681,-0.3024154391471,-0.241638347703118,84,84,0,16,"DINA Cross-Fit"
"RCT",3,1,"DINA Cross-Fit","DINA Gao (LASSO k2)",50,-0.0103057753578701,0.0420244544261931,-0.0219543598244372,0.00134280910869692,18,14,4,82,"Tie"
"RCT",3,1,"DINA Cross-Fit","Dandl Extension",50,-0.0405200540058637,0.0631788026329089,-0.0580323246353025,-0.023007783376425,12,12,0,88,"DINA Cross-Fit"
"RCT",3,1,"DINA Cross-Fit","R-learner (LASSO)",50,-0.00878667416826956,0.0755583368844566,-0.0297303766236509,0.0121570282871118,12,8,4,88,"Tie"
"RCT",3,1,"DINA Cross-Fit","WATCH (Residual LASSO)",50,-0.0452975649495725,0.0701196779724275,-0.0647337480668293,-0.0258613818323157,22,22,0,78,"DINA Cross-Fit"
"RCT",3,1,"DINA Cross-Fit","WATCH (Residual Risk)",50,-0.0426046663444196,0.0685022970129218,-0.0615925343323389,-0.0236167983565004,14,14,0,86,"DINA Cross-Fit"
"RCT",3,1,"DINA Gao (GLM k2)","DINA Gao (LASSO k2)",50,0.261721118067239,0.0904580719117423,0.236647419770992,0.286794816363485,84,0,84,16,"DINA Gao (LASSO k2)"
"RCT",3,1,"DINA Gao (GLM k2)","Dandl Extension",50,0.231506839419245,0.0925311222520327,0.205858520885281,0.257155157953209,76,0,76,24,"Dandl Extension"
"RCT",3,1,"DINA Gao (GLM k2)","R-learner (LASSO)",50,0.263240219256839,0.0871136853054027,0.239093537632308,0.287386900881371,86,0,86,14,"R-learner (LASSO)"
"RCT",3,1,"DINA Gao (GLM k2)","WATCH (Residual LASSO)",50,0.226729328475536,0.107898785687688,0.196821310963246,0.256637345987827,76,0,76,24,"WATCH (Residual LASSO)"
"RCT",3,1,"DINA Gao (GLM k2)","WATCH (Residual Risk)",50,0.229422227080689,0.108361416832124,0.199385974757586,0.259458479403792,78,0,78,22,"WATCH (Residual Risk)"
"RCT",3,1,"DINA Gao (LASSO k2)","Dandl Extension",50,-0.0302142786479936,0.0579668058412875,-0.0462818574736802,-0.0141466998223071,8,4,4,92,"DINA Gao (LASSO k2)"
"RCT",3,1,"DINA Gao (LASSO k2)","R-learner (LASSO)",50,0.00151910118960057,0.0628451290779286,-0.0159006798491339,0.0189388822283351,22,8,14,78,"Tie"
"RCT",3,1,"DINA Gao (LASSO k2)","WATCH (Residual LASSO)",50,-0.0349917895917024,0.0725685473920924,-0.0551067646807303,-0.0148768145026745,20,18,2,80,"DINA Gao (LASSO k2)"
"RCT",3,1,"DINA Gao (LASSO k2)","WATCH (Residual Risk)",50,-0.0322988909865495,0.0721968258546135,-0.0523108301221906,-0.0122869518509084,20,18,2,80,"DINA Gao (LASSO k2)"
"RCT",3,1,"DINA Original","DINA Cross-Fit",50,0.0159173975673255,0.0726845166121605,-0.00422972254949473,0.0360645176841457,10,0,10,90,"Tie"
"RCT",3,1,"DINA Original","DINA Gao (GLM k2)",50,-0.256109495857783,0.0856742139877162,-0.279857176389732,-0.232361815325835,84,84,0,16,"DINA Original"
"RCT",3,1,"DINA Original","DINA Gao (LASSO k2)",50,0.00561162220945533,0.0575657084747752,-0.0103447780984627,0.0215680225173733,18,8,10,82,"Tie"
"RCT",3,1,"DINA Original","Dandl Extension",50,-0.0246026564385383,0.0676914703220873,-0.0433657747342867,-0.00583953814278983,20,14,6,80,"DINA Original"
"RCT",3,1,"DINA Original","R-learner (LASSO)",50,0.0071307233990559,0.024380821492871,0.000372704469320845,0.013888742328791,26,14,12,74,"R-learner (LASSO)"
"RCT",3,1,"DINA Original","WATCH (Residual LASSO)",50,-0.0293801673822471,0.0913221875935826,-0.0546933863253703,-0.00406694843912385,24,20,4,76,"DINA Original"
"RCT",3,1,"DINA Original","WATCH (Residual Risk)",50,-0.0266872687770942,0.092801045361904,-0.0524104061799224,-0.000964131374265906,22,18,4,78,"DINA Original"
"RCT",3,1,"DR-learner (2-Model 2SL)","DINA Cross-Fit",50,-0.000772279070006137,0.0263770538413014,-0.00808362537645764,0.00653906723644536,8,4,4,92,"Tie"
"RCT",3,1,"DR-learner (2-Model 2SL)","DINA Gao (GLM k2)",50,-0.272799172495115,0.101427318048992,-0.300913390695998,-0.244684954294232,86,86,0,14,"DR-learner (2-Model 2SL)"
"RCT",3,1,"DR-learner (2-Model 2SL)","DINA Gao (LASSO k2)",50,-0.0110780544278763,0.0355942595107403,-0.0209442797982487,-0.00121182905750386,14,12,2,86,"DR-learner (2-Model 2SL)"
"RCT",3,1,"DR-learner (2-Model 2SL)","DINA Original",50,-0.0166896766373316,0.0637502476531426,-0.0343603437451323,0.000980990470469095,10,8,2,90,"Tie"
"RCT",3,1,"DR-learner (2-Model 2SL)","DR-learner (Kennedy)",50,-0.0142276625033662,0.0458361957110576,-0.0269328077493106,-0.00152251725742186,8,6,2,92,"DR-learner (2-Model 2SL)"
"RCT",3,1,"DR-learner (2-Model 2SL)","Dandl Extension",50,-0.0412923330758699,0.0526612833640526,-0.0558892961003714,-0.0266953700513684,12,12,0,88,"DR-learner (2-Model 2SL)"
"RCT",3,1,"DR-learner (2-Model 2SL)","R-learner (LASSO)",50,-0.0095589532382757,0.065439188469367,-0.027697770855713,0.00857986437916162,10,8,2,90,"Tie"
"RCT",3,1,"DR-learner (2-Model 2SL)","WATCH (Residual LASSO)",50,-0.0460698440195786,0.0644684940551597,-0.0639395988727396,-0.0282000891664177,18,18,0,82,"DR-learner (2-Model 2SL)"
"RCT",3,1,"DR-learner (2-Model 2SL)","WATCH (Residual Risk)",50,-0.0433769454144258,0.0631332336996901,-0.0608765849800019,-0.0258773058488497,16,16,0,84,"DR-learner (2-Model 2SL)"
"RCT",3,1,"DR-learner (Kennedy)","DINA Cross-Fit",50,0.0134553834333601,0.0566209566559873,-0.00223914503085744,0.0291499118975776,6,0,6,94,"Tie"
"RCT",3,1,"DR-learner (Kennedy)","DINA Gao (GLM k2)",50,-0.258571509991749,0.0853256760676634,-0.282222580741203,-0.234920439242294,86,86,0,14,"DR-learner (Kennedy)"
"RCT",3,1,"DR-learner (Kennedy)","DINA Gao (LASSO k2)",50,0.00314960807548995,0.0459474470634793,-0.00958637447205414,0.015885590623034,16,8,8,84,"Tie"
"RCT",3,1,"DR-learner (Kennedy)","DINA Original",50,-0.00246201413396538,0.0430465548188852,-0.014393910375073,0.00946988210714228,20,12,8,80,"Tie"
"RCT",3,1,"DR-learner (Kennedy)","Dandl Extension",50,-0.0270646705725037,0.0447637545458594,-0.0394725502936766,-0.0146567908513307,16,14,2,84,"DR-learner (Kennedy)"
"RCT",3,1,"DR-learner (Kennedy)","R-learner (LASSO)",50,0.00466870926509053,0.0421114155319717,-0.00700397959021398,0.016341398120395,22,10,12,78,"Tie"
"RCT",3,1,"DR-learner (Kennedy)","WATCH (Residual LASSO)",50,-0.0318421815162124,0.064850517164257,-0.0498178277727303,-0.0138665352596945,18,16,2,82,"DR-learner (Kennedy)"
"RCT",3,1,"DR-learner (Kennedy)","WATCH (Residual Risk)",50,-0.0291492829110595,0.0664287251538315,-0.0475623861036254,-0.0107361797184937,18,16,2,82,"DR-learner (Kennedy)"
"RCT",3,1,"Dandl Extension","R-learner (LASSO)",50,0.0317333798375942,0.0673501140320711,0.0130648806780544,0.050401878997134,18,4,14,82,"R-learner (LASSO)"
"RCT",3,1,"Dandl Extension","WATCH (Residual LASSO)",50,-0.00477751094370876,0.0687635693271762,-0.0238377999222851,0.0142827780348676,8,6,2,92,"Tie"
"RCT",3,1,"Dandl Extension","WATCH (Residual Risk)",50,-0.00208461233855587,0.0680442829462235,-0.0209455253043182,0.0167763006272064,12,6,6,88,"Tie"
"RCT",3,1,"R-learner (LASSO)","WATCH (Residual LASSO)",50,-0.036510890781303,0.0925661666829734,-0.0621689231359331,-0.0108528584266728,28,24,4,72,"R-learner (LASSO)"
"RCT",3,1,"R-learner (LASSO)","WATCH (Residual Risk)",50,-0.0338179921761501,0.0941463449244414,-0.0599140275927902,-0.00772195675950999,26,22,4,74,"R-learner (LASSO)"
"RCT",3,1,"WATCH (Residual LASSO)","WATCH (Residual Risk)",50,0.00269289860515289,0.0103818673629397,-0.000184808209822985,0.00557060542012876,12,2,10,88,"Tie"
"RCT",3,2,"DINA Cross-Fit","DINA Gao (GLM k2)",50,-0.229264496614551,0.120342718863264,-0.26262179642381,-0.195907196805293,62,62,0,38,"DINA Cross-Fit"
"RCT",3,2,"DINA Cross-Fit","DINA Gao (LASSO k2)",50,-0.00315121735535233,0.0408761567693612,-0.0144815099504125,0.00817907523970786,8,6,2,92,"Tie"
"RCT",3,2,"DINA Cross-Fit","Dandl Extension",50,0.00241932929889437,0.0865333680399289,-0.0215664965863641,0.0264051551841528,10,6,4,90,"Tie"
"RCT",3,2,"DINA Cross-Fit","R-learner (LASSO)",50,0.00248097130543692,0.0836135520429578,-0.0206955228768416,0.0256574654877155,12,4,8,88,"Tie"
"RCT",3,2,"DINA Cross-Fit","WATCH (Residual LASSO)",50,-0.018186609296065,0.08920966638502,-0.042914267234974,0.00654104864284398,12,8,4,88,"Tie"
"RCT",3,2,"DINA Cross-Fit","WATCH (Residual Risk)",50,-0.0161555973931886,0.0866138232593357,-0.040163724327487,0.00785252954110978,12,10,2,88,"Tie"
"RCT",3,2,"DINA Gao (GLM k2)","DINA Gao (LASSO k2)",50,0.226113279259199,0.101650216742417,0.197937276692682,0.254289281825716,68,0,68,32,"DINA Gao (LASSO k2)"
"RCT",3,2,"DINA Gao (GLM k2)","Dandl Extension",50,0.231683825913446,0.0980446638742774,0.20450723161306,0.258860420213831,74,0,74,26,"Dandl Extension"
"RCT",3,2,"DINA Gao (GLM k2)","R-learner (LASSO)",50,0.231745467919988,0.0906644341835011,0.206614568920339,0.256876366919638,70,0,70,30,"R-learner (LASSO)"
"RCT",3,2,"DINA Gao (GLM k2)","WATCH (Residual LASSO)",50,0.211077887318486,0.104767604257695,0.182037789018127,0.240117985618846,60,0,60,40,"WATCH (Residual LASSO)"
"RCT",3,2,"DINA Gao (GLM k2)","WATCH (Residual Risk)",50,0.213108899221363,0.103664850150797,0.184374468764535,0.241843329678191,62,0,62,38,"WATCH (Residual Risk)"
"RCT",3,2,"DINA Gao (LASSO k2)","Dandl Extension",50,0.0055705466542467,0.0752874294642315,-0.01529806409536,0.0264391574038534,14,8,6,86,"Tie"
"RCT",3,2,"DINA Gao (LASSO k2)","R-learner (LASSO)",50,0.00563218866078924,0.0690725273585358,-0.013513739114865,0.0247781164364435,24,12,12,76,"Tie"
"RCT",3,2,"DINA Gao (LASSO k2)","WATCH (Residual LASSO)",50,-0.0150353919407127,0.0821634798941066,-0.0378099466299236,0.00773916274849818,16,8,8,84,"Tie"
"RCT",3,2,"DINA Gao (LASSO k2)","WATCH (Residual Risk)",50,-0.0130043800378363,0.0791838027402079,-0.03495301035791,0.00894425028223737,14,8,6,86,"Tie"
"RCT",3,2,"DINA Original","DINA Cross-Fit",50,0.00773302296851493,0.0759211271409803,-0.0133112398154767,0.0287772857525065,10,4,6,90,"Tie"
"RCT",3,2,"DINA Original","DINA Gao (GLM k2)",50,-0.221531473646037,0.0919748472576353,-0.247025600618269,-0.196037346673804,72,72,0,28,"DINA Original"
"RCT",3,2,"DINA Original","DINA Gao (LASSO k2)",50,0.00458180561316261,0.0591023863515729,-0.0118005400708511,0.0209641512971763,12,6,6,88,"Tie"
"RCT",3,2,"DINA Original","Dandl Extension",50,0.0101523522674093,0.0776589579172425,-0.0113736126317506,0.0316783171665692,18,8,10,82,"Tie"
"RCT",3,2,"DINA Original","R-learner (LASSO)",50,0.0102139942739519,0.0364804326428703,0.000102134243413937,0.0203258543044898,22,6,16,78,"R-learner (LASSO)"
"RCT",3,2,"DINA Original","WATCH (Residual LASSO)",50,-0.0104535863275501,0.0942853040597313,-0.0365881392513637,0.0156809665962635,20,14,6,80,"Tie"
"RCT",3,2,"DINA Original","WATCH (Residual Risk)",50,-0.00842257442467368,0.092129714247737,-0.0339596283364684,0.017114479487121,18,14,4,82,"Tie"
"RCT",3,2,"DR-learner (2-Model 2SL)","DINA Cross-Fit",50,-0.0160720470101695,0.0270851388627501,-0.0235796644709876,-0.00856442954935138,16,14,2,84,"DR-learner (2-Model 2SL)"
"RCT",3,2,"DR-learner (2-Model 2SL)","DINA Gao (GLM k2)",50,-0.245336543624721,0.112887738977723,-0.276627428436355,-0.214045658813087,72,72,0,28,"DR-learner (2-Model 2SL)"
"RCT",3,2,"DR-learner (2-Model 2SL)","DINA Gao (LASSO k2)",50,-0.0192232643655218,0.0359070034718884,-0.0291761779391698,-0.00927035079187382,10,10,0,90,"DR-learner (2-Model 2SL)"
"RCT",3,2,"DR-learner (2-Model 2SL)","DINA Original",50,-0.0238050699786844,0.0662282489125999,-0.0421626039922707,-0.00544753596509813,8,6,2,92,"DR-learner (2-Model 2SL)"
"RCT",3,2,"DR-learner (2-Model 2SL)","DR-learner (Kennedy)",50,-0.0112837417389357,0.0575470531432785,-0.0272349710527824,0.00466748757491088,10,6,4,90,"Tie"
"RCT",3,2,"DR-learner (2-Model 2SL)","Dandl Extension",50,-0.0136527177112751,0.0745140140491388,-0.0343069486452848,0.00700151322273455,10,8,2,90,"Tie"
"RCT",3,2,"DR-learner (2-Model 2SL)","R-learner (LASSO)",50,-0.0135910757047326,0.0740020071565137,-0.0341033855687928,0.00692123415932763,10,8,2,90,"Tie"
"RCT",3,2,"DR-learner (2-Model 2SL)","WATCH (Residual LASSO)",50,-0.0342586563062345,0.0766827414363906,-0.0555140278023359,-0.0130032848101331,14,12,2,86,"DR-learner (2-Model 2SL)"
"RCT",3,2,"DR-learner (2-Model 2SL)","WATCH (Residual Risk)",50,-0.0322276444033581,0.0737323318822703,-0.0526652040950851,-0.0117900847116311,12,10,2,88,"DR-learner (2-Model 2SL)"
"RCT",3,2,"DR-learner (Kennedy)","DINA Cross-Fit",50,-0.00478830527123376,0.0714690750718162,-0.0245985221815711,0.0150219116391036,16,10,6,84,"Tie"
"RCT",3,2,"DR-learner (Kennedy)","DINA Gao (GLM k2)",50,-0.234052801885785,0.0908767387731387,-0.259242548715318,-0.208863055056252,74,74,0,26,"DR-learner (Kennedy)"
"RCT",3,2,"DR-learner (Kennedy)","DINA Gao (LASSO k2)",50,-0.00793952262658609,0.0583551806700764,-0.0241147534625035,0.00823570820933136,22,14,8,78,"Tie"
"RCT",3,2,"DR-learner (Kennedy)","DINA Original",50,-0.0125213282397487,0.0417940209604878,-0.0241060398083604,-0.000936616671136965,26,22,4,74,"DR-learner (Kennedy)"
"RCT",3,2,"DR-learner (Kennedy)","Dandl Extension",50,-0.00236897597233939,0.0560248659955375,-0.0178982765352602,0.0131603245905814,12,10,2,88,"Tie"
"RCT",3,2,"DR-learner (Kennedy)","R-learner (LASSO)",50,-0.00230733396579684,0.0398163936334207,-0.013343875206506,0.00872920727491233,18,12,6,82,"Tie"
"RCT",3,2,"DR-learner (Kennedy)","WATCH (Residual LASSO)",50,-0.0229749145672988,0.0732489363038403,-0.0432784838407564,-0.00267134529384117,20,16,4,80,"DR-learner (Kennedy)"
"RCT",3,2,"DR-learner (Kennedy)","WATCH (Residual Risk)",50,-0.0209439026644224,0.0700400531240267,-0.0403580148997392,-0.00152979042910558,16,14,2,84,"DR-learner (Kennedy)"
"RCT",3,2,"Dandl Extension","R-learner (LASSO)",50,6.16420065425533e-05,0.0784531969512176,-0.0216844747208856,0.0218077587339707,18,8,10,82,"Tie"
"RCT",3,2,"Dandl Extension","WATCH (Residual LASSO)",50,-0.0206059385949594,0.077952938796303,-0.0422133908363834,0.00100151364646462,18,12,6,82,"Tie"
"RCT",3,2,"Dandl Extension","WATCH (Residual Risk)",50,-0.018574926692083,0.0748810282891381,-0.0393308887831877,0.00218103539902174,14,10,4,86,"Tie"
"RCT",3,2,"R-learner (LASSO)","WATCH (Residual LASSO)",50,-0.020667580601502,0.0892770051678314,-0.0454139038987164,0.00407874269571246,22,16,6,78,"Tie"
"RCT",3,2,"R-learner (LASSO)","WATCH (Residual Risk)",50,-0.0186365686986255,0.0860114186998574,-0.0424777176081062,0.00520458021085515,22,18,4,78,"Tie"
"RCT",3,2,"WATCH (Residual LASSO)","WATCH (Residual Risk)",50,0.00203101190287642,0.0114123941957399,-0.0011323423766732,0.00519436618242604,8,0,8,92,"Tie"
"RCT",4,0,"DINA Cross-Fit","DINA Gao (GLM k2)",50,-0.274366567629677,0.103823873237202,-0.303145077037188,-0.245588058222166,88,88,0,12,"DINA Cross-Fit"
"RCT",4,0,"DINA Cross-Fit","DINA Gao (LASSO k2)",50,-0.00107156747690991,0.0388208512613647,-0.0118321584508213,0.00968902349700146,12,6,6,88,"Tie"
"RCT",4,0,"DINA Cross-Fit","Dandl Extension",50,-0.0469443992948267,0.0610151374163722,-0.0638569325243079,-0.0300318660653456,22,22,0,78,"DINA Cross-Fit"
"RCT",4,0,"DINA Cross-Fit","R-learner (LASSO)",50,0.00422863053113881,0.0400556910569181,-0.00687424057127356,0.0153315016335512,10,4,6,90,"Tie"
"RCT",4,0,"DINA Cross-Fit","WATCH (Residual LASSO)",50,-0.0374694403173239,0.0702943594840903,-0.0569540426793071,-0.0179848379553408,20,20,0,80,"DINA Cross-Fit"
"RCT",4,0,"DINA Cross-Fit","WATCH (Residual Risk)",50,-0.0355782466259771,0.0699327870907428,-0.0549626262337997,-0.0161938670181545,16,16,0,84,"DINA Cross-Fit"
"RCT",4,0,"DINA Gao (GLM k2)","DINA Gao (LASSO k2)",50,0.273295000152767,0.0978972167203021,0.246159276118299,0.300430724187235,90,0,90,10,"DINA Gao (LASSO k2)"
"RCT",4,0,"DINA Gao (GLM k2)","Dandl Extension",50,0.22742216833485,0.0881382444372814,0.202991493408046,0.251852843261654,84,0,84,16,"Dandl Extension"
"RCT",4,0,"DINA Gao (GLM k2)","R-learner (LASSO)",50,0.278595198160816,0.089899555196546,0.253676312799604,0.303514083522027,86,0,86,14,"R-learner (LASSO)"
"RCT",4,0,"DINA Gao (GLM k2)","WATCH (Residual LASSO)",50,0.236897127312353,0.118587660173626,0.204026304952217,0.269767949672489,72,0,72,28,"WATCH (Residual LASSO)"
"RCT",4,0,"DINA Gao (GLM k2)","WATCH (Residual Risk)",50,0.2387883210037,0.116754971902348,0.206425493914897,0.271151148092503,72,0,72,28,"WATCH (Residual Risk)"
"RCT",4,0,"DINA Gao (LASSO k2)","Dandl Extension",50,-0.0458728318179168,0.0602775392624198,-0.0625809132700694,-0.0291647503657642,16,16,0,84,"DINA Gao (LASSO k2)"
"RCT",4,0,"DINA Gao (LASSO k2)","R-learner (LASSO)",50,0.00530019800804873,0.0441923604585908,-0.00694929935265991,0.0175496953687574,22,8,14,78,"Tie"
"RCT",4,0,"DINA Gao (LASSO k2)","WATCH (Residual LASSO)",50,-0.036397872840414,0.0732658954785084,-0.0567061429572568,-0.0160896027235712,14,14,0,86,"DINA Gao (LASSO k2)"
"RCT",4,0,"DINA Gao (LASSO k2)","WATCH (Residual Risk)",50,-0.0345066791490672,0.0728781210124203,-0.0547074636677296,-0.0143058946304049,12,12,0,88,"DINA Gao (LASSO k2)"
"RCT",4,0,"DINA Original","DINA Cross-Fit",50,0.00318353739763888,0.0505897883514067,-0.0108392365039733,0.0172063112992511,18,4,14,82,"Tie"
"RCT",4,0,"DINA Original","DINA Gao (GLM k2)",50,-0.271183030232038,0.0917918487436529,-0.296626432604118,-0.245739627859958,88,88,0,12,"DINA Original"
"RCT",4,0,"DINA Original","DINA Gao (LASSO k2)",50,0.00211196992072897,0.0476336895085161,-0.0110914151861183,0.0153153550275762,26,14,12,74,"Tie"
"RCT",4,0,"DINA Original","Dandl Extension",50,-0.0437608618971879,0.0469767171194666,-0.0567821435485462,-0.0307395802458295,18,18,0,82,"DINA Original"
"RCT",4,0,"DINA Original","R-learner (LASSO)",50,0.0074121679287777,0.0283538495832957,-0.000447118201954275,0.0152714540595097,22,6,16,78,"Tie"
"RCT",4,0,"DINA Original","WATCH (Residual LASSO)",50,-0.0342859029196851,0.0690662393513078,-0.0534300877486593,-0.0151417180907108,20,18,2,80,"DINA Original"
"RCT",4,0,"DINA Original","WATCH (Residual Risk)",50,-0.0323947092283383,0.0693195604243945,-0.0516091110763625,-0.013180307380314,20,16,4,80,"DINA Original"
"RCT",4,0,"DR-learner (2-Model 2SL)","DINA Cross-Fit",50,-0.00274277422473903,0.0235578920254851,-0.00927268874379799,0.00378714029431993,6,6,0,94,"Tie"
"RCT",4,0,"DR-learner (2-Model 2SL)","DINA Gao (GLM k2)",50,-0.277109341854416,0.100390200014996,-0.304936085602965,-0.249282598105867,90,90,0,10,"DR-learner (2-Model 2SL)"
"RCT",4,0,"DR-learner (2-Model 2SL)","DINA Gao (LASSO k2)",50,-0.00381434170164894,0.0352459679998307,-0.0135840255906574,0.00595534218735947,4,4,0,96,"Tie"
"RCT",4,0,"DR-learner (2-Model 2SL)","DINA Original",50,-0.00592631162237792,0.0423314816966704,-0.0176599997064108,0.00580737646165492,10,6,4,90,"Tie"
"RCT",4,0,"DR-learner (2-Model 2SL)","DR-learner (Kennedy)",50,-0.015964918161319,0.0611030325123751,-0.0329018146684195,0.000971978345781513,16,12,4,84,"Tie"
"RCT",4,0,"DR-learner (2-Model 2SL)","Dandl Extension",50,-0.0496871735195658,0.0534963286368149,-0.0645155992846547,-0.0348587477544768,24,24,0,76,"DR-learner (2-Model 2SL)"
"RCT",4,0,"DR-learner (2-Model 2SL)","R-learner (LASSO)",50,0.00148585630639979,0.0341220056793975,-0.00797228112220665,0.0109439937350062,10,6,4,90,"Tie"
"RCT",4,0,"DR-learner (2-Model 2SL)","WATCH (Residual LASSO)",50,-0.040212214542063,0.0656720753983049,-0.0584155851227674,-0.0220088439613586,20,20,0,80,"DR-learner (2-Model 2SL)"
"RCT",4,0,"DR-learner (2-Model 2SL)","WATCH (Residual Risk)",50,-0.0383210208507162,0.0656753580862543,-0.0565253013460971,-0.0201167403553353,20,18,2,80,"DR-learner (2-Model 2SL)"
"RCT",4,0,"DR-learner (Kennedy)","DINA Cross-Fit",50,0.01322214393658,0.0695885069484273,-0.00606680608452504,0.032511093957685,16,4,12,84,"Tie"
"RCT",4,0,"DR-learner (Kennedy)","DINA Gao (GLM k2)",50,-0.261144423693097,0.0857961984810331,-0.284925916601515,-0.237362930784678,86,86,0,14,"DR-learner (Kennedy)"
"RCT",4,0,"DR-learner (Kennedy)","DINA Gao (LASSO k2)",50,0.01215057645967,0.067784841829716,-0.00663842309755425,0.0309395760168943,20,12,8,80,"Tie"
"RCT",4,0,"DR-learner (Kennedy)","DINA Original",50,0.0100386065389411,0.0342252800356388,0.000551842919267244,0.0195253701586149,20,10,10,80,"DINA Original"
"RCT",4,0,"DR-learner (Kennedy)","Dandl Extension",50,-0.0337222553582468,0.0414529246175083,-0.0452124198442923,-0.0222320908722013,16,14,2,84,"DR-learner (Kennedy)"
"RCT",4,0,"DR-learner (Kennedy)","R-learner (LASSO)",50,0.0174507744677188,0.044569484898702,0.00509674354542025,0.0298048053900173,26,8,18,74,"R-learner (LASSO)"
"RCT",4,0,"DR-learner (Kennedy)","WATCH (Residual LASSO)",50,-0.024247296380744,0.0805037490547513,-0.0465617971528254,-0.00193279560866252,22,20,2,78,"DR-learner (Kennedy)"
"RCT",4,0,"DR-learner (Kennedy)","WATCH (Residual Risk)",50,-0.0223561026893972,0.0807448200717881,-0.0447374249382292,2.52195594348491e-05,20,18,2,80,"Tie"
"RCT",4,0,"Dandl Extension","R-learner (LASSO)",50,0.0511730298259656,0.0446856453848997,0.0387868008596085,0.0635592587923227,26,0,26,74,"R-learner (LASSO)"
"RCT",4,0,"Dandl Extension","WATCH (Residual LASSO)",50,0.0094749589775028,0.0808290951933214,-0.0129297231432185,0.0318796410982241,18,8,10,82,"Tie"
"RCT",4,0,"Dandl Extension","WATCH (Residual Risk)",50,0.0113661526688496,0.0809256174258991,-0.0110652840497465,0.0337975893874457,20,10,10,80,"Tie"
